type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,distance_from_home,is_abroad,isFraud
PAYMENT,304.64,23665.91,23361.27,73219.26,73523.9,13,1.21,0,0
CASH_IN,254.79,39026.88,38772.09,78570.09,78824.87999999999,12,2.32,0,0
PAYMENT,64709.94,64709.94,0.0,0.0,64709.94,2,424.59,0,1
PAYMENT,15.16,86129.42,86114.26,93241.17,93256.33,6,7.02,0,0
PAYMENT,62.49,95318.97,95256.48,3888.46,3950.95,9,34.13,1,0
PAYMENT,70.54,57955.55,57885.01,53504.61,53575.15,8,4.81,0,0
PAYMENT,26.45,3890.871209959135,3864.421209959135,65954.76,65981.20999999999,15,0.97,0,0
PAYMENT,829.0,25193.21,24364.21,82012.09,82841.09,15,2.36,0,0
CASH_OUT,1228.27,98999.46,97771.19,18937.14,20165.41,19,30.51,0,0
CASH_IN,16.75,32919.71,32902.96,26601.05,26617.8,11,30.36,0,0
TRANSFER,503.73,18917.78,18414.05,99156.67,99660.4,12,11.32,0,0
PAYMENT,30.22,17541.46,17511.239999999998,44377.3,44407.520000000004,11,0.5,0,0
CASH_OUT,169.53,9510.56,9341.029999999999,86821.43,86990.95999999999,17,8.16,0,0
PAYMENT,412.94,94290.38,93877.44,99975.22,100388.16,8,1.08,0,0
PAYMENT,38.76,35669.37,35630.61,80874.82,80913.58,17,14.7,0,0
PAYMENT,6.28,81599.71,81593.43000000001,51068.39,51074.67,19,19.45,0,0
TRANSFER,78.67,83179.81,83101.14,62050.05,62128.72,15,84.32,0,0
PAYMENT,132.67,74770.86,74638.19,95583.87,95716.54,14,1.44,0,0
CASH_OUT,248.15,88279.59,88031.44,16812.13,17060.280000000002,16,40.7,0,0
CASH_OUT,373.62,43583.17,43209.549999999996,63903.19,64276.810000000005,15,9.8,0,0
DEBIT,252.41,24666.13,24413.72,42631.98,42884.39000000001,7,30.25,0,0
CASH_IN,447.76,92276.46,91828.70000000001,99205.33,99653.09,8,3.7,0,0
DEBIT,274.03,85641.8,85367.77,44571.37,44845.4,9,62.75,0,0
CASH_OUT,46639.98,46639.98,0.0,0.0,46639.98,18,314.82,0,1
PAYMENT,29.07,93105.29,93076.21999999999,89257.88,89286.95000000001,14,36.58,0,0
PAYMENT,40.69,88578.41,88537.72,59042.37,59083.060000000005,10,14.11,0,0
TRANSFER,1040.04,1899.0346341290697,858.9946341290697,53518.21,54558.25,19,1.28,0,0
PAYMENT,28.47,1060.701125799361,1032.231125799361,44629.46,44657.93,13,9.93,0,0
CASH_OUT,2152.98,16537.62,14384.64,45380.84,47533.82,0,12.41,0,0
CASH_IN,1118.35,36585.24,35466.89,34057.17,35175.52,11,14.56,0,0
PAYMENT,49.26,88478.82,88429.56000000001,67043.9,67093.15999999999,13,9.05,0,0
CASH_IN,345.58,78195.97,77850.39,74011.47,74357.05,6,32.6,0,0
PAYMENT,54.68,52083.43,52028.75,83512.67,83567.34999999999,5,25.97,0,0
PAYMENT,173.33,59196.34,59023.009999999995,5799.87,5973.2,10,11.2,0,0
CASH_OUT,221.84,68987.34,68765.5,72692.86,72914.7,17,22.53,0,0
PAYMENT,103.04,35653.68,35550.64,69668.49,69771.53,19,22.32,0,0
PAYMENT,4431.62,51561.08,47129.46,15960.18,20391.8,17,70.23,0,0
CASH_OUT,154.5,82470.91,82316.41,9286.8,9441.3,14,12.93,0,0
DEBIT,212.03,14961.64,14749.609999999999,28097.43,28309.46,18,4.33,0,0
CASH_OUT,307.73,58033.6,57725.869999999995,66678.74,66986.47,8,5.68,0,0
PAYMENT,274.66,42002.48,41727.82,47137.96,47412.62,11,15.09,0,0
PAYMENT,125.78,67765.39,67639.61,62816.13,62941.909999999996,8,49.09,0,0
CASH_OUT,52.7,11158.58,11105.88,40526.15,40578.85,10,20.58,0,0
CASH_IN,105.42,67497.65,67392.23,64540.11,64645.53,17,23.12,0,0
CASH_OUT,112.88,53257.89,53145.01,24842.99,24955.870000000003,14,3.16,0,0
TRANSFER,1895.98,67879.33,65983.35,44884.31,46780.29,13,22.48,0,0
PAYMENT,188.13,59536.11,59347.98,33999.87,34188.0,8,30.42,0,0
CASH_OUT,697.44,24108.69,23411.25,31189.69,31887.129999999997,10,21.53,0,0
TRANSFER,33713.41,37605.66,3892.25,0.0,33713.41,21,143.04,0,1
CASH_OUT,53.81,83667.86,83614.05,25562.78,25616.59,19,5.43,0,0
PAYMENT,449.27,27329.32,26880.05,66850.13,67299.40000000001,12,10.99,0,0
CASH_OUT,204.06,89037.15,88833.09,10155.97,10360.029999999999,19,33.6,0,0
CASH_OUT,174.91,24346.55,24171.64,4539.75,4714.66,10,14.19,0,0
PAYMENT,154.89,62213.39,62058.5,85532.78,85687.67,16,20.78,0,0
TRANSFER,713.89,79845.7,79131.81,62356.55,63070.44,19,0.5,0,0
PAYMENT,19.29,60309.67,60290.38,53899.55,53918.840000000004,15,2.1,0,0
TRANSFER,39.01,43508.67,43469.659999999996,72672.92,72711.93,7,57.2,0,0
CASH_OUT,242.02,13378.54,13136.52,40497.79,40739.81,9,11.41,0,0
PAYMENT,1075.75,9095.48,8019.73,69861.87,70937.62,9,8.18,1,0
DEBIT,49.83,4514.4,4464.57,44046.21,44096.04,16,12.46,0,0
PAYMENT,238.73,55392.78,55154.049999999996,712.76,951.49,18,23.57,1,0
CASH_OUT,137.9,31731.1,31593.199999999997,14318.7,14456.6,7,26.87,0,0
PAYMENT,48.5,23416.27,23367.77,44653.23,44701.73,8,27.6,0,0
TRANSFER,80.03,34658.19,34578.16,75061.11,75141.14,11,6.51,0,0
PAYMENT,48577.39,48577.39,0.0,200.0,48777.39,12,369.32,0,1
DEBIT,108.86,73856.4,73747.54,99595.83,99704.69,5,4.22,0,0
TRANSFER,22.93,59862.63,59839.7,95598.28,95621.20999999999,15,13.06,0,0
TRANSFER,93.58,94886.41,94792.83,66782.04,66875.62,17,5.06,0,0
PAYMENT,224.68,91557.05,91332.37000000001,10804.75,11029.43,18,4.18,0,0
CASH_OUT,306.07,12065.38,11759.31,10785.7,11091.77,10,6.16,0,0
TRANSFER,1156.13,54217.29,53061.16,77170.37,78326.5,17,6.68,0,0
PAYMENT,201.83,42714.59,42512.759999999995,4902.97,5104.8,16,46.69,0,0
CASH_IN,105.31,50667.77,50562.46,46806.6,46911.909999999996,15,36.96,0,0
CASH_OUT,464.34,30005.46,29541.12,88228.32,88692.66,10,32.6,0,0
CASH_OUT,9.29,49052.98,49043.69,25764.15,25773.440000000002,12,6.19,0,0
CASH_IN,115.04,37530.03,37414.99,96805.69,96920.73,4,15.24,0,0
CASH_IN,34.06,57869.95,57835.89,72321.14,72355.2,11,10.87,0,0
CASH_IN,19.35,12534.4,12515.05,36969.16,36988.51,11,12.75,0,0
DEBIT,275.41,7557.29,7281.88,31853.27,32128.68,10,8.25,0,0
TRANSFER,82.36,50838.09,50755.729999999996,76794.09,76876.45,18,1.66,0,0
PAYMENT,2804.41,14748.27,11943.86,67464.47,70268.88,18,58.22,0,0
PAYMENT,176.31,88967.06,88790.75,46755.45,46931.759999999995,9,26.9,0,0
TRANSFER,31.51,57447.79,57416.28,26531.84,26563.35,10,24.27,0,0
PAYMENT,21.67,89567.64,89545.97,12952.43,12974.1,19,6.04,0,0
TRANSFER,92.59,19675.84,19583.25,63283.21,63375.799999999996,12,16.07,1,0
TRANSFER,152.47,68799.7,68647.23,77897.04,78049.51,8,82.45,0,0
CASH_OUT,315.3,95523.43,95208.12999999999,71588.3,71903.6,10,7.96,0,0
TRANSFER,25.56,23311.91,23286.35,60937.33,60962.89,8,8.18,0,0
PAYMENT,160.46,64709.88,64549.42,25804.81,25965.27,15,6.68,0,0
PAYMENT,943.9,53841.97,52898.07,88010.61,88954.51,13,2.98,0,0
CASH_OUT,298.27,19894.26,19595.989999999998,259.94,558.21,8,11.93,0,0
CASH_OUT,140.78,90491.64,90350.86,55623.25,55764.03,9,37.21,1,0
PAYMENT,53.72,27400.86,27347.14,11371.05,11424.769999999999,16,41.31,0,0
CASH_OUT,3805.85,33694.5,29888.65,23134.69,26940.539999999997,16,25.46,0,0
DEBIT,23.22,33954.9,33931.68,81428.15,81451.37,7,8.66,0,0
PAYMENT,14.23,7890.78,7876.55,60102.72,60116.950000000004,16,15.5,1,0
PAYMENT,355.83,89318.17,88962.34,66402.77,66758.6,15,20.23,0,0
TRANSFER,874.85,65284.82,64409.97,81889.68,82764.53,9,36.93,0,0
CASH_IN,121.22,13525.24,13404.02,13038.32,13159.539999999999,17,20.4,0,0
CASH_OUT,36382.63,36382.63,0.0,0.0,36382.63,22,47.87,0,1
PAYMENT,499.88,98696.95,98197.06999999999,15965.26,16465.14,15,3.28,0,0
PAYMENT,612.59,98704.24,98091.65000000001,81379.73,81992.31999999999,18,13.42,0,0
CASH_OUT,557.63,3554.5,2996.87,27503.23,28060.86,9,1.02,0,0
PAYMENT,56.63,45136.81,45080.18,90927.81,90984.44,7,14.24,0,0
CASH_OUT,232.03,50244.44,50012.41,28706.1,28938.129999999997,22,57.56,0,0
PAYMENT,321.18,95340.7,95019.52,35327.76,35648.94,12,41.68,0,0
CASH_OUT,89.69,38220.64,38130.95,40908.86,40998.55,8,17.74,0,0
CASH_OUT,202.62,8863.0,8660.38,75802.96,76005.58,9,22.62,0,0
TRANSFER,25.85,13973.24,13947.39,71004.53,71030.38,21,2.74,0,0
CASH_OUT,257.85,60915.39,60657.54,53754.14,54011.99,7,29.63,0,0
PAYMENT,235.09,99848.15,99613.06,12138.13,12373.22,6,56.71,0,0
PAYMENT,282.61,76566.28,76283.67,35226.21,35508.82,15,35.45,0,0
CASH_IN,211.08,3583.76,3372.6800000000003,79716.99,79928.07,13,7.52,0,0
CASH_OUT,167.61,28130.33,27962.72,2168.51,2336.1200000000003,10,14.38,0,0
CASH_IN,1504.98,21791.18,20286.2,34275.34,35780.32,8,13.36,0,0
CASH_IN,95.91,22697.27,22601.36,48238.25,48334.16,11,0.5,0,0
PAYMENT,22.01,68927.06,68905.05,87517.38,87539.39,11,3.75,0,0
CASH_OUT,58.7,67756.67,67697.97,54868.24,54926.939999999995,18,0.5,1,0
TRANSFER,2285.0,54794.81,52509.81,6607.21,8892.21,16,10.5,0,0
PAYMENT,1060.72,24809.02,23748.3,91656.57,92717.29000000001,8,13.43,0,0
CASH_IN,125.61,48413.19,48287.58,27405.65,27531.260000000002,19,12.71,0,0
PAYMENT,502.43,37141.04,36638.61,83081.59,83584.01999999999,12,5.34,0,0
PAYMENT,323.24,82987.2,82663.95999999999,15571.73,15894.97,19,1.06,0,0
DEBIT,95.65,76996.27,76900.62000000001,85032.35,85128.0,12,16.71,0,0
PAYMENT,81.21,86157.38,86076.17,20331.94,20413.149999999998,22,38.66,0,0
PAYMENT,270.15,5501.75,5231.6,72641.22,72911.37,12,17.74,0,0
CASH_IN,188.5,87533.14,87344.64,44038.29,44226.79,20,3.29,0,0
PAYMENT,1041.89,21017.69,19975.8,95662.8,96704.69,16,76.69,0,0
DEBIT,709.48,50701.72,49992.24,9087.57,9797.05,7,17.11,0,0
PAYMENT,1085.84,87689.06,86603.22,49335.58,50421.42,19,21.85,0,0
CASH_OUT,1759.42,28035.16,26275.739999999998,51233.09,52992.509999999995,14,10.15,0,0
TRANSFER,86.36,46138.69,46052.33,67965.83,68052.19,9,13.29,0,0
PAYMENT,137.75,65411.22,65273.47,84469.99,84607.74,19,5.81,0,0
PAYMENT,191.38,43939.66,43748.280000000006,32460.28,32651.66,12,9.71,0,0
PAYMENT,108.76,10315.47,10206.71,75414.92,75523.68,18,0.5,0,0
CASH_OUT,530.19,68649.96,68119.77,98384.17,98914.36,8,21.63,1,0
DEBIT,27.51,33882.08,33854.57,69495.84,69523.34999999999,18,16.31,0,0
PAYMENT,123.18,3695.9240609698068,3572.744060969807,13149.53,13272.710000000001,11,22.45,1,0
PAYMENT,1947.41,31483.62,29536.21,29333.3,31280.71,16,17.21,0,0
PAYMENT,4747.81,56158.53,51410.72,6876.58,11624.39,19,1.06,0,0
PAYMENT,125.08,65520.21,65395.13,81350.8,81475.88,8,36.38,0,0
CASH_IN,529.55,47984.88,47455.329999999994,23528.71,24058.26,8,6.52,0,0
PAYMENT,1173.16,67660.07,66486.91,58583.22,59756.380000000005,10,26.24,0,0
PAYMENT,96.75,59918.85,59822.1,71858.35,71955.1,9,6.09,0,0
CASH_OUT,1366.42,84923.33,83556.91,19185.96,20552.379999999997,18,21.65,0,0
CASH_OUT,1125.51,88546.96,87421.45000000001,22935.08,24060.59,17,0.74,0,0
TRANSFER,220.13,17913.23,17693.1,59913.14,60133.27,12,26.37,0,0
PAYMENT,35.11,11370.18,11335.07,18562.81,18597.920000000002,6,1.72,0,0
PAYMENT,1030.44,60019.4,58988.96,85785.08,86815.52,12,18.43,0,0
PAYMENT,1001.21,36494.31,35493.1,90986.78,91987.99,8,19.12,0,0
PAYMENT,836.82,17585.6,16748.78,53745.86,54582.68,16,39.22,0,0
CASH_IN,498.64,70508.98,70010.34,3996.84,4495.4800000000005,12,1.94,0,0
CASH_OUT,31.28,34201.63,34170.35,45276.84,45308.119999999995,10,47.05,0,0
TRANSFER,27.96,2778.74,2750.7799999999997,79912.91,79940.87000000001,9,0.5,0,0
PAYMENT,258.47,35328.07,35069.6,62183.65,62442.12,10,12.43,0,0
CASH_OUT,526.08,46325.25,45799.17,2859.3,3385.38,14,0.61,0,0
CASH_OUT,133.69,98312.58,98178.89,40551.85,40685.54,17,3.7,0,0
DEBIT,90.48,76650.34,76559.86,85763.06,85853.54,9,19.62,0,0
PAYMENT,682.9,74354.83,73671.93000000001,34584.42,35267.32,8,24.57,0,0
CASH_IN,181.38,91555.91,91374.53,53082.62,53264.0,11,38.28,0,0
PAYMENT,352.7,42447.61,42094.91,22045.76,22398.46,15,8.73,0,0
PAYMENT,215.67,81590.57,81374.90000000001,88898.21,89113.88,8,4.08,0,0
CASH_OUT,681.62,41162.72,40481.1,60941.77,61623.39,8,13.84,0,0
CASH_OUT,53.24,20419.82,20366.579999999998,41334.86,41388.1,16,14.64,0,0
CASH_IN,93.22,93206.18,93112.95999999999,60276.71,60369.93,13,4.58,0,0
PAYMENT,214.0,13109.48,12895.48,35781.47,35995.47,8,40.92,0,0
PAYMENT,29.56,32921.13,32891.57,34981.2,35010.759999999995,7,31.16,0,0
CASH_OUT,131.48,99015.84,98884.36,39217.68,39349.16,16,7.42,0,0
PAYMENT,1441.45,97593.15,96151.7,55745.25,57186.7,9,31.35,0,0
PAYMENT,77.2,50478.66,50401.46000000001,29818.53,29895.73,9,14.55,0,0
PAYMENT,1022.98,77348.87,76325.89,59679.25,60702.23,17,14.18,0,0
PAYMENT,262.54,70238.38,69975.84000000001,82670.31,82932.84999999999,8,9.29,0,0
TRANSFER,306.37,32804.29,32497.920000000002,56591.99,56898.36,18,9.72,0,0
TRANSFER,265.06,35063.09,34798.03,17487.94,17753.0,8,52.22,0,0
CASH_OUT,91.24,26018.54,25927.3,9938.65,10029.89,13,33.41,0,0
TRANSFER,289.1,33678.81,33389.71,27041.29,27330.39,12,34.75,0,0
PAYMENT,31.81,88038.37,88006.56,76940.97,76972.78,12,15.09,0,0
TRANSFER,40562.2,40562.2,0.0,0.0,40562.2,12,274.04,0,1
TRANSFER,106.66,77206.5,77099.84,43823.41,43930.07000000001,19,19.9,0,0
PAYMENT,230.1,20658.76,20428.66,96940.26,97170.36,8,6.78,0,0
PAYMENT,27.52,92000.93,91973.40999999999,22837.56,22865.08,12,43.35,0,0
PAYMENT,117.5,48623.72,48506.22,79492.69,79610.19,8,4.69,0,0
CASH_OUT,833.82,44963.12,44129.3,9179.71,10013.529999999999,18,8.5,0,0
PAYMENT,61.67,29236.0,29174.33,71718.43,71780.09999999999,12,4.8,0,0
TRANSFER,498.48,4877.6,4379.120000000001,43633.34,44131.82,17,24.18,0,0
CASH_OUT,380.86,14026.14,13645.279999999999,20517.85,20898.71,10,4.87,0,0
TRANSFER,293.45,28016.09,27722.64,33915.9,34209.35,7,0.5,0,0
PAYMENT,85.36,32109.92,32024.559999999998,69141.95,69227.31,7,10.38,0,0
PAYMENT,14.5,72934.13,72919.63,344.64,359.14,7,11.07,0,0
PAYMENT,79.58,4568.92,4489.34,72716.18,72795.76,10,6.61,0,0
PAYMENT,125.58,22323.7,22198.12,46784.94,46910.520000000004,18,9.98,0,0
PAYMENT,293.18,45263.06,44969.88,92732.66,93025.84,0,23.2,0,0
PAYMENT,27.56,68059.95,68032.39,64183.41,64210.97,12,17.53,1,0
CASH_IN,45.67,7993.06,7947.39,52749.32,52794.99,10,65.7,0,0
CASH_OUT,1548.72,52431.96,50883.24,8554.29,10103.01,4,2.15,0,0
PAYMENT,658.68,29528.31,28869.63,36982.23,37640.91,11,37.07,0,0
CASH_OUT,39.65,43199.19,43159.54,70927.04,70966.68999999999,12,8.56,0,0
PAYMENT,208.35,50464.23,50255.880000000005,28997.3,29205.649999999998,10,44.14,0,0
CASH_OUT,31.46,96129.89,96098.43,890.95,922.4100000000001,8,8.92,0,0
CASH_OUT,68502.23,68502.23,0.0,0.0,68502.23,4,84.53,0,1
CASH_OUT,26.86,53671.64,53644.78,71578.62,71605.48,10,3.45,0,0
CASH_OUT,348.13,67325.67,66977.54,27.01,375.14,8,36.78,0,0
PAYMENT,44.7,67192.36,67147.66,89032.07,89076.77,15,4.97,0,0
CASH_IN,35.05,35332.54,35297.49,54892.2,54927.25,14,33.67,0,0
CASH_IN,96.88,12454.25,12357.37,58032.38,58129.259999999995,2,8.43,0,0
CASH_OUT,201.88,79081.67,78879.79,32860.27,33062.149999999994,13,21.32,0,0
CASH_OUT,8.07,36849.48,36841.41,64728.15,64736.22,16,2.93,0,0
PAYMENT,136.23,3167.64,3031.41,41961.54,42097.770000000004,6,19.79,0,0
PAYMENT,930.98,27782.35,26851.37,38047.82,38978.8,0,4.53,0,0
PAYMENT,50.31,46430.13,46379.82,69636.86,69687.17,13,1.08,0,0
TRANSFER,261.26,53275.61,53014.35,21316.36,21577.62,8,5.84,0,0
TRANSFER,210.78,76668.43,76457.65,82101.11,82311.89,12,27.49,0,0
PAYMENT,461.63,76887.79,76426.15999999999,29886.36,30347.99,16,10.59,0,0
CASH_OUT,87.25,89226.23,89138.98,77698.16,77785.41,9,1.5,0,0
PAYMENT,50.01,29348.51,29298.5,99607.8,99657.81,14,3.36,0,0
CASH_OUT,51.15,41208.61,41157.46,97701.49,97752.64,17,31.05,0,0
PAYMENT,29.34,36725.01,36695.670000000006,97712.3,97741.64,9,35.51,0,0
PAYMENT,182.49,1951.39,1768.9,48441.39,48623.88,14,13.54,0,0
CASH_IN,174.4,28957.38,28782.98,44894.67,45069.07,10,28.45,0,0
PAYMENT,395.77,95779.15,95383.37999999999,71940.03,72335.8,10,1.09,0,0
TRANSFER,99.35,57904.28,57804.93,24684.15,24783.5,18,23.84,0,0
CASH_IN,1086.81,80084.15,78997.34,86166.6,87253.41,13,3.27,0,0
PAYMENT,196.86,14998.12,14801.26,78745.06,78941.92,7,18.43,0,0
CASH_IN,1710.44,81974.82,80264.38,30678.78,32389.219999999998,11,26.19,0,0
CASH_IN,129.45,78483.88,78354.43000000001,62871.71,63001.159999999996,13,21.86,0,0
CASH_OUT,32.22,57230.04,57197.82,62754.84,62787.06,11,20.07,0,0
CASH_IN,484.97,65584.98,65100.009999999995,19471.88,19956.850000000002,10,30.58,0,0
CASH_OUT,22.85,49124.11,49101.26,59526.08,59548.93,13,5.25,0,0
PAYMENT,6.34,31331.16,31324.82,22657.22,22663.56,18,21.84,0,0
CASH_IN,30.08,50845.15,50815.07,18514.2,18544.280000000002,7,12.3,0,0
CASH_OUT,700.28,55549.11,54848.83,84901.69,85601.97,14,16.36,0,0
PAYMENT,52.46,61124.23,61071.770000000004,43027.36,43079.82,17,48.6,0,0
PAYMENT,339.86,24830.38,24490.52,65903.18,66243.04,12,40.66,0,0
CASH_OUT,125.41,90910.16,90784.75,47054.62,47180.030000000006,14,12.59,0,0
TRANSFER,53066.0,53066.0,0.0,0.0,53066.0,17,101.5,1,1
CASH_IN,145.33,50455.34,50310.009999999995,82592.51,82737.84,11,2.33,0,0
TRANSFER,246.54,11975.84,11729.3,66415.39,66661.93,1,3.89,0,0
CASH_OUT,123.97,92792.8,92668.83,11007.98,11131.949999999999,8,3.68,0,0
TRANSFER,91.59,61241.1,61149.51,61659.95,61751.53999999999,12,4.37,0,0
PAYMENT,145.14,81205.19,81060.05,4954.86,5100.0,14,2.69,0,0
TRANSFER,62012.38,80468.92,18456.54,0.0,62012.38,2,403.77,1,1
PAYMENT,74.11,43835.48,43761.37,93553.11,93627.22,12,62.36,0,0
CASH_IN,347.24,84923.29,84576.04999999999,60938.1,61285.34,16,8.82,0,0
CASH_IN,507.5,61585.22,61077.72,43742.06,44249.56,10,6.5,0,0
CASH_OUT,248.76,8252.26,8003.5,37342.54,37591.3,13,5.15,0,0
CASH_OUT,516.24,55832.71,55316.47,90522.52,91038.76000000001,13,28.43,0,0
PAYMENT,47.22,86885.99,86838.77,57593.71,57640.93,15,13.7,0,0
CASH_IN,1068.47,79275.26,78206.79,5582.6,6651.070000000001,16,12.28,0,0
CASH_IN,69.4,49668.25,49598.85,42545.68,42615.08,16,15.82,0,0
TRANSFER,90.8,86029.7,85938.9,40200.07,40290.87,16,2.81,0,0
PAYMENT,202.04,72648.43,72446.39,54626.38,54828.42,10,12.71,0,0
CASH_IN,1030.74,43230.47,42199.73,92940.42,93971.16,19,6.07,0,0
CASH_IN,55.4,24295.96,24240.559999999998,82640.65,82696.04999999999,18,43.93,0,0
TRANSFER,313.27,17435.68,17122.41,43426.96,43740.229999999996,10,12.59,0,0
CASH_OUT,20.66,9222.29,9201.630000000001,4572.62,4593.28,19,19.52,0,0
CASH_OUT,278.82,38706.22,38427.4,93892.59,94171.41,14,8.6,0,0
CASH_OUT,1879.67,55400.35,53520.68,78822.41,80702.08,10,1.11,0,0
TRANSFER,55.52,51468.46,51412.94,49841.53,49897.049999999996,11,2.71,0,0
CASH_OUT,167.18,69688.85,69521.67000000001,31938.06,32105.24,9,13.35,0,0
PAYMENT,1834.38,27932.67,26098.289999999997,36655.24,38489.619999999995,23,0.5,1,0
PAYMENT,49.7,45960.72,45911.020000000004,89257.64,89307.34,9,6.75,0,0
DEBIT,178.49,99338.17,99159.68,27595.48,27773.97,8,20.49,0,0
DEBIT,51.44,26235.58,26184.140000000003,12291.98,12343.42,8,27.99,0,0
PAYMENT,151.07,4173.31,4022.2400000000002,17329.1,17480.17,17,8.27,1,0
CASH_OUT,151.77,54234.8,54083.030000000006,37736.52,37888.28999999999,10,43.0,0,0
CASH_OUT,10.31,40261.66,40251.350000000006,20044.12,20054.43,10,37.88,0,0
PAYMENT,68.83,31347.53,31278.699999999997,46817.68,46886.51,18,1.23,0,0
CASH_IN,7.57,60896.5,60888.93,92250.8,92258.37000000001,19,35.44,0,0
TRANSFER,155.53,46073.18,45917.65,75527.91,75683.44,20,34.55,0,0
DEBIT,63.28,62979.35,62916.07,13762.53,13825.810000000001,12,5.39,0,0
CASH_OUT,9.13,3359.36,3350.23,42305.19,42314.32,17,15.43,0,0
PAYMENT,335.72,18068.56,17732.84,24505.37,24841.09,19,35.15,0,0
CASH_OUT,117.18,16915.74,16798.56,56850.99,56968.17,8,4.8,0,0
CASH_OUT,27.17,56708.76,56681.590000000004,74208.37,74235.54,11,54.27,0,0
CASH_OUT,73.89,76902.75,76828.86,33154.77,33228.659999999996,17,15.15,0,0
PAYMENT,86.12,68456.23,68370.11,3236.21,3322.33,14,8.71,1,0
CASH_OUT,84.43,54446.71,54362.28,17325.38,17409.81,2,19.69,0,0
TRANSFER,116.21,13116.65,13000.44,80870.4,80986.61,13,13.21,0,0
PAYMENT,972.52,56549.63,55577.11,80904.08,81876.6,11,31.73,0,0
PAYMENT,46.57,58834.57,58788.0,78793.54,78840.11,15,23.87,0,0
CASH_IN,14.43,72409.12,72394.69,205.09,219.52,6,21.57,0,0
CASH_OUT,39.91,49331.91,49292.0,87816.16,87856.07,13,9.85,0,0
CASH_IN,52.84,19147.65,19094.81,1548.79,1601.6299999999999,8,25.37,0,0
PAYMENT,831.11,64628.12,63797.01,3383.92,4215.03,9,41.95,0,0
TRANSFER,16.47,64637.02,64620.549999999996,88267.73,88284.2,17,6.7,0,0
TRANSFER,77.06,92021.3,91944.24,81135.16,81212.22,14,8.16,0,0
CASH_OUT,178.44,31457.25,31278.81,79721.95,79900.39,17,12.83,0,0
PAYMENT,109.47,29784.11,29674.64,72775.4,72884.87,10,31.52,0,0
CASH_OUT,218.08,14756.25,14538.17,10505.95,10724.03,6,2.11,0,0
PAYMENT,158.02,51233.39,51075.37,76582.29,76740.31,9,41.61,0,0
PAYMENT,32.07,9572.43,9540.36,42937.96,42970.03,9,2.6,1,0
CASH_IN,38.98,56596.54,56557.56,8974.78,9013.76,12,16.91,0,0
CASH_OUT,42.65,91360.58,91317.93000000001,61094.26,61136.91,15,14.74,0,0
PAYMENT,70.51,22437.13,22366.620000000003,89342.69,89413.2,10,15.83,0,0
CASH_IN,36.71,21483.89,21447.18,94775.49,94812.20000000001,19,24.55,0,0
CASH_OUT,174.84,35947.7,35772.86,39811.52,39986.35999999999,13,8.36,0,0
PAYMENT,410.96,5083.58,4672.62,20362.89,20773.85,10,7.83,0,0
CASH_OUT,10.53,50709.38,50698.85,28846.19,28856.719999999998,8,2.87,0,0
CASH_OUT,125.51,63495.17,63369.659999999996,19594.18,19719.69,16,8.9,0,0
CASH_OUT,593.87,593.87,0.0,200.0,793.87,21,249.97,0,1
PAYMENT,46.49,85056.4,85009.90999999999,35803.13,35849.619999999995,7,23.97,0,0
CASH_IN,482.96,29659.7,29176.74,16694.57,17177.53,11,0.61,0,0
PAYMENT,2243.0,33651.43,31408.43,40523.22,42766.22,11,66.72,0,0
CASH_OUT,209.47,34439.72,34230.25,5741.28,5950.75,14,22.5,0,0
PAYMENT,17.28,52936.89,52919.61,80455.7,80472.98,8,4.5,0,0
CASH_IN,219.99,97936.12,97716.12999999999,50411.0,50630.99,12,15.91,0,0
PAYMENT,39.12,31074.65,31035.530000000002,34672.91,34712.030000000006,19,6.62,0,0
CASH_OUT,47.8,63994.39,63946.59,1129.7,1177.5,15,1.21,0,0
CASH_OUT,618.87,97962.22,97343.35,40046.89,40665.76,10,1.67,0,0
TRANSFER,75244.55,75244.55,0.0,0.0,75244.55,1,400.79,0,1
DEBIT,36.28,44664.44,44628.16,55472.37,55508.65,2,25.08,0,0
CASH_OUT,1326.65,78615.01,77288.36,87004.28,88330.93,18,12.43,0,0
PAYMENT,5.0,5378.43,5373.43,48451.49,48456.49,17,13.83,0,0
CASH_OUT,194.96,63192.36,62997.4,70996.17,71191.13,10,2.9,0,0
PAYMENT,378.5,68943.74,68565.24,15318.14,15696.64,1,6.05,0,0
TRANSFER,248.03,29193.03,28945.0,24761.09,25009.12,19,7.77,0,0
CASH_OUT,604.21,12618.01,12013.8,6812.59,7416.8,19,1.73,0,0
CASH_OUT,312.16,39136.46,38824.299999999996,27070.47,27382.63,12,20.79,0,0
DEBIT,72.91,14270.27,14197.36,36605.77,36678.68,11,3.78,0,0
DEBIT,111.02,47457.53,47346.51,66469.54,66580.56,20,18.5,0,0
CASH_OUT,122.44,92841.97,92719.53,69066.59,69189.03,3,46.42,0,0
CASH_IN,260.38,62030.26,61769.880000000005,74870.52,75130.90000000001,8,26.71,0,0
PAYMENT,639.88,1416.892082557954,777.0120825579539,12250.29,12890.17,12,9.83,0,0
CASH_OUT,59049.35,59049.35,0.0,0.0,59049.35,15,462.03,0,1
CASH_OUT,17.71,89668.59,89650.87999999999,98969.41,98987.12000000001,10,3.05,0,0
